Customer_Key,Membership_Type,Baseline_HSIC_SoW,Recent_HSIC_SoW,SoW_Change_pp,SoW_Decline_pp,Recent_Total_Net_Sales,Recent_HSIC_Net_Sales,Recent_Non_HSIC_Net_Sales,Recent_Transaction_Count,Recent_HSIC_Transaction_Rows,HSIC_Recency_Days,Primary_Leakage_Method,Primary_Leakage_Spend,Top_Category,Top_Category_Spend,Silent_Attrition_Flag,HSIC_Dormant_Flag,High_Value_Low_SoW_Flag,Recoverable_Wallet,Opportunity_Score,Opportunity_Tier,Business_Segment,Strategic_Priority,Campaign_Segment,Recommended_Strategy
HSIC-00080,Prime,0.0,71.75438255906505,71.75438255906505,-71.75438255906505,10302.2,7392.280000000001,2909.92,48.0,2.0,46.0,Debit Card,2021.62,Electronics,7261.08,0,0,0,2909.92,36.12321588636833,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-00081,Non-Prime,53.77704274252691,34.310355929747736,-19.46668681277918,19.46668681277918,2484.76,852.53,1632.23,38.0,1.0,172.0,Debit Card,1632.23,Kids And Toys,1632.23,1,0,0,1632.23,38.099358753361365,Medium,Wallet Migrators,Win Back,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-00082,Prime,35.82209182191534,25.85877809838636,-9.963313723528984,9.963313723528984,16278.07,4209.31,12068.76,65.0,1.0,170.0,MetroMart Wallet,6635.52,Electronics,14092.51,0,0,0,12068.76,74.93690960490933,Critical,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00083,Non-Prime,56.6787146274809,72.82940732882577,16.150692701344866,-16.150692701344866,1564.78,1139.62,425.16,12.0,1.0,37.0,Debit Card,425.16,Grocery,1564.78,0,0,0,425.16,15.17892849755223,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-00084,Prime,25.45363875128827,100.0,74.54636124871173,-74.54636124871173,3237.44,3237.44,0.0,7.0,1.0,172.0,,,Apparel,3237.44,0,0,0,0.0,18.222781493484103,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-00085,Prime,3.2003786133986445,23.706918420096397,20.506539806697752,-20.506539806697752,7292.85,1728.91,5563.94,48.0,1.0,104.0,MetroMart Wallet,4874.83,Furniture,3466.49,0,0,0,5563.94,43.68372060952906,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00086,Prime,4.598919885318169,0.0,-4.598919885318169,4.598919885318169,8178.73,0.0,8178.73,24.0,0.0,221.0,Cash/UPI,8178.73,Electronics,6965.85,0,1,0,8178.73,63.03109701441081,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00087,Non-Prime,54.996464314716434,0.0,-54.996464314716434,54.996464314716434,626.68,0.0,626.68,14.0,0.0,301.0,Other Bank Credit Card,626.68,Grocery,626.68,1,1,0,626.68,35.79328414810729,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00088,Prime,0.0,25.788281605443796,25.788281605443796,-25.788281605443796,2022.12,521.47,1500.65,18.0,1.0,122.0,Other Bank Credit Card,1890.85,Apparel,1890.85,0,0,0,1500.65,23.629593877128872,Low,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00089,Prime,24.027984982288434,0.0,-24.027984982288434,24.027984982288434,16321.02,0.0,16321.02,56.0,0.0,182.0,MetroMart Wallet,16658.79,Electronics,12666.37,1,1,1,16321.02,81.44487347445356,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-00090,Non-Prime,0.0,0.0,0.0,0.0,12633.01,0.0,12633.01,39.0,0.0,999.0,Cash/UPI,12030.63,Furniture,9922.93,0,0,1,12633.01,68.26277321933392,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-00091,Non-Prime,0.0,14.338516328474311,14.338516328474311,-14.338516328474311,5638.31,808.45,4829.860000000001,39.0,1.0,141.0,MetroMart Wallet,3987.63,Electronics,3987.63,0,0,0,4829.860000000001,40.64917603254499,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00092,Prime,9.420427933050176,0.0,-9.420427933050176,9.420427933050176,26006.0,0.0,26006.0,80.0,0.0,336.0,MetroMart Wallet,25264.14,Electronics,16665.75,0,1,1,26006.0,85.70123422740123,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-00093,Non-Prime,39.64678981212379,0.0,-39.64678981212379,39.64678981212379,12488.26,0.0,12488.26,40.0,0.0,273.0,Other Bank Credit Card,7887.27,Electronics,7887.27,1,1,1,12488.26,79.77728745776736,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority personalized win-back campaign with a limited-time HSIC reactivation incentive.
HSIC-00094,Prime,0.0,7.40177464636913,7.40177464636913,-7.40177464636913,10204.85,755.34,9449.509999999998,44.0,1.0,101.0,MetroMart Wallet,8358.13,Electronics,8358.13,0,0,0,9449.509999999998,54.99172584982418,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00095,Non-Prime,0.0,60.57988045635586,60.57988045635586,-60.57988045635586,5224.869999999999,3165.22,2059.6499999999987,114.0,2.0,119.0,MetroMart Wallet,11637.06,Bill Payments,4575.53,0,0,0,2059.6499999999987,29.894504585258225,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-00096,Prime,0.0,0.0,0.0,0.0,1917.29,0.0,1917.29,22.0,0.0,999.0,Debit Card,1917.29,Beauty,1259.45,0,0,0,1917.29,31.11597600496449,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00097,Non-Prime,71.85826374452348,0.0,-71.85826374452348,71.85826374452348,1928.57,0.0,1928.57,12.0,0.0,215.0,MetroMart Wallet,1401.2,Beauty,1401.2,1,1,0,1928.57,44.88036957870786,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00098,Prime,100.0,0.0,-100.0,100.0,9795.97,0.0,9795.97,30.0,0.0,191.0,MetroMart Wallet,5683.06,Kids And Toys,4341.18,1,1,0,9795.97,76.51727228849204,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00099,Non-Prime,0.0,25.872497326901073,25.872497326901073,-25.872497326901073,13869.67,3588.43,10281.24,39.0,1.0,175.0,MetroMart Wallet,11078.75,Large Appliances,9999.99,0,0,0,10281.24,60.45921533475833,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00100,Non-Prime,11.612583748724925,0.0,-11.612583748724925,11.612583748724925,4811.16,0.0,4811.16,40.0,0.0,341.0,MetroMart Wallet,3749.31,Apparel,3749.31,0,1,0,4811.16,54.09467006826174,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00101,Prime,0.0,0.0,0.0,0.0,763.78,0.0,763.78,6.0,0.0,999.0,Other Bank Credit Card,763.78,Beauty,763.78,0,0,0,763.78,23.03213128318279,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00102,Prime,0.0,0.0,0.0,0.0,14563.34,0.0,14563.34,48.0,0.0,999.0,MetroMart Wallet,14563.34,Large Appliances,9999.99,0,0,1,14563.34,71.11114941736193,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-00103,Non-Prime,47.898396200962274,0.0,-47.898396200962274,47.898396200962274,3140.75,0.0,3140.75,28.0,0.0,241.0,MetroMart Wallet,2747.64,Apparel,2747.64,1,1,0,3140.75,49.71419706267668,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00104,Prime,0.0,5.096798869210942,5.096798869210942,-5.096798869210942,15033.75,766.24,14267.51,60.0,1.0,51.0,MetroMart Wallet,10615.03,Travel,7497.14,0,0,1,14267.51,63.92436047714266,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-00105,Non-Prime,17.516264327497186,0.0,-17.516264327497186,17.516264327497186,627.58,0.0,627.58,8.0,0.0,298.0,Other Bank Credit Card,627.58,Grocery,627.58,0,1,0,627.58,31.384885885678827,Low,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00106,Prime,0.0,0.0,0.0,0.0,10756.91,0.0,10756.91,14.0,0.0,999.0,Cash/UPI,6168.51,Furniture,6168.51,0,0,0,10756.91,64.44425291319038,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00107,Prime,0.0,0.0,0.0,0.0,6062.74,0.0,6062.74,24.0,0.0,999.0,Cash/UPI,3082.91,Furniture,3082.91,0,0,0,6062.74,49.8941598290009,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00108,Non-Prime,0.0,51.17647429395793,51.17647429395793,-51.17647429395793,1587.37,812.36,775.01,10.0,1.0,156.0,MetroMart Wallet,775.01,Grocery,812.36,0,0,0,775.01,19.338067985933947,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-00109,Prime,15.327066003839148,0.0,-15.327066003839148,15.327066003839148,6084.63,0.0,6084.63,36.0,0.0,219.0,MetroMart Wallet,3752.79,Furniture,3752.79,0,1,0,6084.63,57.71254223264152,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00110,Prime,43.643429566187145,22.83354264287879,-20.809886923308355,20.809886923308355,14484.13,3307.24,11176.89,90.0,1.0,166.0,MetroMart Wallet,4444.09,Apparel,4444.09,1,0,0,11176.89,74.70385437495692,Critical,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-00111,Prime,0.0,0.0,0.0,0.0,9913.55,0.0,9913.55,14.0,0.0,999.0,Cash/UPI,8606.67,Electronics,8606.67,0,0,0,9913.55,61.59484244639041,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00112,Non-Prime,0.0,0.0,0.0,0.0,15160.65,0.0,15160.65,84.0,0.0,999.0,MetroMart Wallet,11986.72,Furniture,7905.27,0,0,1,15160.65,71.83824036406261,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-00113,Prime,38.50111172071266,46.07400940209786,7.5728976813852,-7.5728976813852,14477.62,6670.42,7807.200000000001,95.0,2.0,103.0,Cash/UPI,4822.47,Large Appliances,10110.02,0,0,0,7807.200000000001,53.953664759015375,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00114,Prime,0.0,0.0,0.0,0.0,5035.16,0.0,5035.16,8.0,0.0,999.0,MetroMart Wallet,5035.16,Electronics,5035.16,0,0,0,5035.16,46.07563952285734,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00115,Non-Prime,62.34201279163165,22.72709694883793,-39.61491584279372,39.61491584279372,3620.26,822.78,2797.48,42.0,1.0,0.0,MetroMart Wallet,2229.59,Kids And Toys,2797.48,1,0,0,2797.48,43.77128869888988,Medium,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-00116,Prime,62.80682875048085,26.66713059321444,-36.13969815726641,36.13969815726641,9484.26,2529.18,6955.08,42.0,1.0,162.0,MetroMart Wallet,6288.09,Outdoor,6288.09,1,0,0,6955.08,64.58974005378198,High,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-00117,Prime,0.0,0.0,0.0,0.0,8526.15,0.0,8526.15,52.0,0.0,999.0,Cash/UPI,5857.32,Furniture,5857.32,0,0,0,8526.15,57.94801075639523,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00118,Prime,0.0,0.0,0.0,0.0,1949.29,0.0,1949.29,10.0,0.0,999.0,Other Bank Credit Card,1949.29,Outdoor,1949.29,0,0,0,1949.29,31.359029166379372,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00119,Prime,0.0,0.0,0.0,0.0,9865.05,0.0,9865.05,8.0,0.0,999.0,Other Bank Credit Card,9865.05,Large Appliances,7362.54,0,0,0,9865.05,61.49348410673654,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00120,Prime,45.07696476265435,0.0,-45.07696476265435,45.07696476265435,1285.27,0.0,1285.27,6.0,0.0,250.0,MetroMart Wallet,1285.27,Beauty,1285.27,1,1,0,1285.27,38.99158794732125,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00121,Prime,28.89207187209407,0.0,-28.89207187209407,28.89207187209407,835.41,0.0,835.41,8.0,0.0,309.0,MetroMart Wallet,835.41,Grocery,835.41,1,1,0,835.41,34.653175205129976,Low,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00122,Prime,0.0,0.0,0.0,0.0,10654.91,0.0,10654.91,18.0,0.0,999.0,MetroMart Wallet,9999.99,Travel,9999.99,0,0,0,10654.91,64.15672619458043,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00123,Non-Prime,0.0,30.225993454360967,30.225993454360967,-30.225993454360967,16044.27,4849.54,11194.73,48.0,1.0,77.0,Other Bank Credit Card,6763.43,Travel,6763.43,0,0,0,11194.73,61.022891815486446,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00124,Prime,29.173845006361788,0.0,-29.173845006361788,29.173845006361788,2509.62,0.0,2509.62,7.0,0.0,246.0,Cash/UPI,2963.34,Furniture,2963.34,1,1,0,2509.62,44.643866786182166,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00125,Prime,0.0,0.0,0.0,0.0,1096.59,0.0,1096.59,2.0,0.0,999.0,Cash/UPI,1096.59,Bill Payments,1096.59,0,0,0,1096.59,25.52575329242226,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00126,Prime,0.0,0.0,0.0,0.0,2550.16,0.0,2550.16,9.0,0.0,999.0,Cash/UPI,2550.16,Furniture,2550.16,0,0,0,2550.16,34.767979038819554,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00127,Non-Prime,0.0,8.592029369570724,8.592029369570724,-8.592029369570724,6433.87,552.8,5881.07,45.0,1.0,139.0,Debit Card,5194.24,Large Appliances,5194.24,0,0,0,5881.07,44.38357581190098,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00128,Prime,48.47507792437904,0.0,-48.47507792437904,48.47507792437904,855.29,0.0,855.29,11.0,0.0,205.0,MetroMart Wallet,855.29,Bill Payments,855.29,1,1,0,855.29,35.359236020133764,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00129,Prime,0.0,14.921688609661295,14.921688609661295,-14.921688609661295,14003.71,2089.59,11914.12,36.0,1.0,22.0,MetroMart Wallet,11914.12,Furniture,8659.79,0,0,1,11914.12,60.25305109287734,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-00130,Prime,0.0,0.0,0.0,0.0,4933.55,0.0,4933.55,52.0,0.0,999.0,Other Bank Credit Card,2868.8100000000004,Grocery,2746.69,0,0,0,4933.55,45.6691718954699,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-00131,Non-Prime,3.353499305463266,0.0,-3.353499305463266,3.353499305463266,19733.3,0.0,19733.3,95.0,0.0,331.0,MetroMart Wallet,13676.04,Electronics,9999.99,0,1,1,19733.3,83.06040129628354,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-00132,Prime,100.0,0.0,-100.0,100.0,1861.16,0.0,1861.16,8.0,0.0,284.0,MetroMart Wallet,1861.16,Apparel,3284.14,1,1,0,1861.16,47.41639660759843,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00133,Non-Prime,0.0,12.517307198355429,12.517307198355429,-12.517307198355429,22931.21,2870.37,20060.839999999997,136.0,2.0,24.0,MetroMart Wallet,18888.12,Large Appliances,8196.96,0,0,1,20060.839999999997,68.33344825208577,Critical,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-00134,Prime,8.90447280249449,0.0,-8.90447280249449,8.90447280249449,3087.99,0.0,3087.99,22.0,0.0,278.0,Cash/UPI,3707.48,Furniture,2924.44,0,1,0,3087.99,44.9748327932152,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00135,Non-Prime,11.996030590670667,0.0,-11.996030590670667,11.996030590670667,6868.75,0.0,6868.75,33.0,0.0,336.0,Cash/UPI,4267.62,Travel,4267.62,0,1,0,6868.75,61.73722678066606,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-00136,Non-Prime,0.0,0.0,0.0,0.0,19413.24,0.0,19413.24,15.0,0.0,999.0,MetroMart Wallet,9999.99,Furniture,13103.48,0,0,1,19413.24,75.24512169895884,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
